id,country,wtp_access,wtp_private,wtp_amount_1,wtp_amount_2a,wtp_amount_2b,geq_taxes_0,geq_taxes_1,geq_taxes_2a,geq_taxes_2b,geq_ticket_0,geq_ticket_1,geq_ticket_2a,geq_ticket_2b,wtpVal,taxesExtra,ticketExtra,WTP_R1,WTP_R2_aux,geq_taxes_R1,geq_taxes_R2_aux,geq_ticket_R1,geq_ticket_R2_aux,WTP_R2,geq_taxes_R2,geq_ticket_R2,WTP_BD1,WTP_BD2,geq_taxes_BD1,geq_taxes_BD2,geq_ticket_BD1,geq_ticket_BD2
127,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,Yes,NA,2880,115,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,2880,1440,115,57.5
129,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,Yes,Yes,Yes,No,NA,575,290,10,0,No,0,Yes,1,No,0,1,0,575,287.5,290,145,10,20
130,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,Yes,Yes,Yes,NA,230,NA,10,NA,NA,NA,NA,1,Yes,NA,NA,1,230,NA,NA,NA,10,20
131,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,115,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,60,NA,NA,NA
132,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
133,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,UK,Do not know,No,NA,NA,NA,Yes,Yes,DK,NA,Yes,DK,NA,NA,NA,60,60,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,60,120,60,NA
135,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,Yes,DK,NA,NA,2880,30,NA,NA,0,No,1,DK,NA,0,NA,NA,NA,2880,1440,30,60
136,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,115,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,115,NA,5,10,NA,NA
137,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,DK,Yes,No,NA,Yes,Yes,No,NA,Yes,230,60,115,0,DK,0,Yes,0,Yes,NA,1,1,230,115,60,30,115,57.5
138,UK,Do not know,No,NA,NA,NA,RS,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,NA,2880,30,NA,NA,0,No,1,Yes,NA,0,1,NA,NA,2880,1440,30,60
140,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,No,NA,No,Yes,Yes,Yes,NA,DK,NA,NA,NA,115,5,NA,0,No,1,Yes,NA,NA,0,1,NA,115,57.5,5,10,NA,NA
143,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,No,NA,Yes,Yes,No,NA,30,290,30,1,No,1,No,1,No,0,0,0,30,60,290,580,30,60
144,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,60,10,0,No,1,Yes,1,Yes,0,1,1,230,115,60,120,10,20
148,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,290,60,1,Yes,1,Yes,1,Yes,1,1,1,230,460,290,580,60,120
149,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,NA,2880,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,2880,1440,NA,NA
150,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,No,NA,Yes,115,5,30,1,Yes,1,Yes,0,Yes,1,1,1,115,230,5,10,30,15
151,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
152,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,No,NA,NA,NA,NA,575,NA,NA,NA,0,Yes,NA,NA,NA,1,NA,NA,NA,575,287.5,NA,NA
153,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
154,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,60,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,60,120,NA,NA
155,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,30,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,30,60,NA,NA
157,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,No,NA,Yes,575,5,115,0,No,1,Yes,0,Yes,0,1,1,575,287.5,5,10,115,57.5
158,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,No,NA,Yes,DK,NA,NA,NA,30,2880,NA,1,Yes,0,Yes,NA,NA,1,1,NA,30,60,2880,1440,NA,NA
159,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,No,NA,Yes,Yes,Yes,NA,575,290,10,0,No,1,No,1,Yes,0,0,1,575,287.5,290,580,10,20
160,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,575,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,575,NA,10,20
161,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,No,NA,NA,NA,Yes,No,NA,No,115,NA,115,0,No,NA,NA,0,No,0,NA,0,115,57.5,NA,NA,115,57.5
162,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
163,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,60,290,30,1,Yes,1,Yes,1,Yes,1,1,1,60,120,290,580,30,60
164,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,60,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,60,120,NA,NA
165,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
167,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,290,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,290,580,NA,NA
169,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115,NA,NA,NA,NA,NA
170,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,30,575,NA,1,Yes,1,Yes,NA,NA,1,1,NA,30,60,575,1150,NA,NA
171,UK,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
173,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,RS,NA,NA,NA,Yes,No,NA,Yes,575,NA,60,0,No,NA,NA,0,Yes,0,NA,1,575,287.5,NA,NA,60,30
174,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
175,UK,Vaccines are only available for private purchase,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,UK,Do not know,Yes,DK,NA,NA,Yes,No,NA,No,DK,NA,NA,NA,575,2880,NA,NA,NA,0,No,NA,NA,NA,0,NA,575,NA,2880,1440,NA,NA
177,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,Yes,No,NA,Yes,NA,290,115,NA,NA,NA,NA,0,Yes,NA,NA,1,NA,NA,290,NA,115,57.5
178,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,290,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,290,580,NA,NA
179,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,DK,NA,NA,NA,DK,NA,NA,NA,60,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,60,120,NA,NA,NA,NA
180,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
181,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
182,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,30,60,60,1,Yes,1,Yes,1,Yes,1,1,1,30,60,60,120,60,120
183,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,Yes,Yes,NA,DK,NA,NA,NA,115,60,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,115,NA,60,120,NA,NA
184,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,DK,NA,NA,Yes,No,NA,No,115,575,30,1,No,NA,NA,0,No,0,NA,0,115,230,575,NA,30,15
185,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,Yes,Yes,No,NA,NA,NA,5,NA,NA,NA,NA,1,No,NA,NA,0,NA,NA,NA,NA,5,10
186,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,No,NA,NA,NA,No,NA,NA,NA,230,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,230,460,NA,NA,NA,NA
187,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
189,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,No,NA,No,NA,5,60,NA,NA,1,Yes,0,No,NA,1,0,NA,NA,5,10,60,30
190,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,Yes,Yes,Yes,Yes,NA,NA,60,10,NA,NA,0,Yes,1,Yes,NA,1,1,NA,NA,60,30,10,20
191,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,Yes,Yes,Yes,No,NA,DK,NA,NA,NA,575,575,NA,0,Yes,1,No,NA,NA,1,0,NA,575,287.5,575,1150,NA,NA
192,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,DK,NA,NA,NA,115,NA,NA,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,115,230
193,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,No,NA,DK,Yes,No,NA,Yes,NA,290,30,NA,NA,0,DK,0,Yes,NA,NA,1,NA,NA,290,145,30,15
194,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
195,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,60,2880,5,1,Yes,NA,NA,1,Yes,1,NA,1,60,120,2880,NA,5,10
196,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,30,5,NA,1,Yes,1,Yes,NA,NA,1,1,NA,30,60,5,10,NA,NA
197,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,Yes,Yes,DK,NA,Yes,Yes,DK,NA,NA,5,5,NA,NA,1,DK,1,DK,NA,NA,NA,NA,NA,5,10,5,10
199,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,NA,60,60,NA,NA,1,Yes,1,Yes,NA,1,1,NA,NA,60,120,60,120
201,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,No,NA,NA,NA,NA,575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,575,NA,NA,NA
202,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,No,NA,No,575,290,115,0,No,0,No,0,No,0,0,0,575,287.5,290,145,115,57.5
203,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,No,NA,Yes,No,NA,No,Yes,Yes,Yes,NA,30,2880,5,1,No,0,No,1,Yes,0,0,1,30,60,2880,1440,5,10
204,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,60,60,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,60,NA,60,120,NA,NA
206,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230,NA,NA,NA,NA,NA
207,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
209,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
211,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,RS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,UK,Do not know,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,60,5,NA,1,No,1,Yes,NA,NA,0,1,NA,60,120,5,10,NA,NA
215,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,60,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,60,120,NA,NA
216,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,No,NA,No,NA,NA,NA,230,2880,NA,1,No,1,No,NA,NA,0,0,NA,230,460,2880,5760,NA,NA
217,UK,Vaccines made available by government but citizens can pay privately to gain access,Do not know,NA,NA,NA,DK,NA,NA,NA,Yes,Yes,Yes,NA,NA,NA,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,NA,NA,10,20
218,UK,Vaccines only made available by government at low or no cost,Yes,DK,NA,NA,Yes,Yes,No,NA,RS,NA,NA,NA,115,60,NA,NA,NA,1,No,NA,NA,NA,0,NA,115,NA,60,120,NA,NA
219,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,No,NA,No,Yes,No,NA,Yes,115,575,115,0,No,0,No,0,Yes,0,0,1,115,57.5,575,287.5,115,57.5
220,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
221,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,DK,NA,Yes,Yes,DK,NA,30,575,60,1,Yes,1,DK,1,DK,1,NA,NA,30,60,575,1150,60,120
224,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,DK,NA,NA,Yes,Yes,Yes,NA,NA,60,10,NA,NA,NA,NA,1,Yes,NA,NA,1,NA,NA,60,NA,10,20
225,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,Yes,Yes,Yes,NA,Yes,Yes,No,NA,115,60,5,0,No,1,Yes,1,No,0,1,0,115,57.5,60,120,5,10
226,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,DK,NA,NA,NA,NA,30,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,30,60,NA,NA
227,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,No,NA,NA,NA,NA,2880,NA,NA,NA,0,No,NA,NA,NA,0,NA,NA,NA,2880,1440,NA,NA
228,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,No,NA,No,NA,NA,NA,NA,575,NA,NA,NA,1,No,NA,NA,NA,0,NA,NA,NA,575,1150,NA,NA
231,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,No,NA,60,10,NA,NA,0,No,0,No,NA,0,0,NA,NA,60,30,10,5
232,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,60,5,60,1,Yes,1,Yes,1,Yes,1,1,1,60,120,5,10,60,120
233,UK,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,Yes,DK,NA,NA,No,NA,NA,NA,30,290,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,30,60,290,NA,NA,NA
234,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,60,290,30,1,Yes,1,Yes,1,Yes,1,1,1,60,120,290,580,30,60
235,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,Yes,NA,2880,60,NA,NA,0,No,0,Yes,NA,0,1,NA,NA,2880,1440,60,30
237,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,DK,NA,NA,NA,DK,NA,NA,NA,30,NA,NA,1,Yes,NA,NA,NA,NA,1,NA,NA,30,60,NA,NA,NA,NA
238,UK,Do not know,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,5,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,5,10,NA,NA
240,UK,Vaccines only made available by government at low or no cost,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,60,290,30,1,Yes,1,Yes,1,Yes,1,1,1,60,120,290,580,30,60
241,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,DK,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,No,DK,NA,NA,NA,DK,NA,NA,NA,575,NA,NA,0,No,NA,NA,NA,NA,0,NA,NA,575,287.5,NA,NA,NA,NA
243,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,DK,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,DK,NA,NA,NA,DK,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,Yes,No,NA,Yes,No,NA,No,NA,575,115,NA,NA,1,No,0,No,NA,0,0,NA,NA,575,1150,115,57.5
246,UK,Vaccines only made available by government at low or no cost,No,NA,NA,NA,Yes,Yes,Yes,NA,No,NA,NA,NA,NA,60,NA,NA,NA,1,Yes,NA,NA,NA,1,NA,NA,NA,60,120,NA,NA
247,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,No,NA,NA,5,115,NA,NA,1,Yes,1,No,NA,1,0,NA,NA,5,10,115,230
248,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,DK,NA,NA,NA,DK,NA,NA,NA,115,NA,NA,1,No,NA,NA,NA,NA,0,NA,NA,115,230,NA,NA,NA,NA
249,UK,Vaccines made available by government but citizens can pay privately to gain access,Yes,DK,NA,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,5,10,NA,NA,1,Yes,1,Yes,NA,1,1,230,NA,5,10,10,20
250,UK,Vaccines made available by government but citizens can pay privately to gain access,No,NA,NA,NA,No,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,UK,Vaccines only made available by government at low or no cost,Do not know,NA,NA,NA,Yes,No,NA,No,Yes,No,NA,No,NA,2880,10,NA,NA,0,No,0,No,NA,0,0,NA,NA,2880,1440,10,5
252,UK,Vaccines only made available by government at low or no cost,Yes,Yes,No,NA,Yes,Yes,Yes,NA,Yes,Yes,Yes,NA,230,30,60,1,No,1,Yes,1,Yes,0,1,1,230,460,30,60,60,120
253,UK,Vaccines only made available by government at low or no cost,Yes,Yes,DK,NA,No,NA,NA,NA,No,NA,NA,NA,230,NA,NA,1,DK,NA,NA,NA,NA,NA,NA,NA,230,460,NA,NA,NA,NA
254,UK,Vaccines only made available by government at low or no cost,Yes,No,NA,DK,Yes,DK,NA,NA,Yes,Yes,No,NA,230,2880,60,0,DK,NA,NA,1,No,NA,NA,0,230,115,2880,NA,60,120
